Gene	3487863B11	3487863B7	5002497A10_merged	5002497A10	5002497A8	5016492A2	5016492A7	5020323_merged	5020323	5033367A3_merged	5033367A3	5033367A9	5046835B3	5046835B4	5081237A2	5081237A8	5092612	5116685_merged	5116685	5128646	FFPE_BRA_5002497A10-2_S3	FFPE_BRA_5020323-1_S4	FFPE_BRA_5033367A3-2_S1	FFPE_BRA_5116685-1_S6
HERVL_6p22.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_6q13f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_6q22.31d	0	0	0	0	0	4	6	1	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
HERVL_6q22.31f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_6q24.1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_7q11.21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_7q31.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_7q31.2b	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_8p12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_8p21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_8p22c	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_8q21.13b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_8q21.13f	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
HERVL_8q22.1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Xq11.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Xq13.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Xq13.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HERVL_Xq21.1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HERVL_Xq21.31g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Xq21.33a	0	0	0	0	11	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
HERVL_Xq21.33b	0	0	0	0	6	23	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
HERVL_Xq25h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Xq25n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Xq25t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Xq28b	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	2
HERVL_Yp11.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Yq11.23c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL_Yq11.23d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_12q14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_13q21.33	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_1p31.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_1q21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_3p21.31a	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_3q25.1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
HERVL18_4q21.1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	0	18	0	0	0	0	0	0	0
HERVL18_4q24a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_5q12.1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0
HERVL18_5q34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_6p22.1c	0	0	0	0	1	10	0	6	0	5	5	0	0	0	0	0	9	2	2	3	0	6	0	0
HERVL18_6q12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_6q16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_6q22.31b	0	0	0	0	0	0	1	0	0	19	19	0	0	0	0	0	14	0	0	5	0	0	0	0
HERVL18_6q25.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_8q23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL18_9q21.13	0	0	0	0	1	0	0	0	0	10	10	0	0	0	0	0	5	0	0	4	0	0	0	0
HERVL32_4q28.1b	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HERVL32_6p21.2	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
HERVL32_Xp11.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
HERVL40_10p12.31b	0	0	0	0	2	16	0	4	1	0	0	0	0	0	0	0	92	0	0	0	0	3	0	0
HERVL40_14q13.1b	0	0	0	0	0	0	0	1	1	13	13	0	0	0	0	0	4	0	0	2	0	0	0	0
HERVL40_14q23.3	0	0	0	0	1	0	4	0	0	9	9	0	0	0	0	0	4	0	0	0	0	0	0	0
HERVL40_17q23.2	0	0	0	0	2	0	0	0	0	39	38	0	0	0	0	0	0	0	0	1	0	0	1	0
HERVL40_18q22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2
HERVL40_4q32.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL40_6q14.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HERVL40_7q21.12b	0	0	0	0	1	26	3	0	0	0	0	1	0	0	0	0	10	0	0	2	0	0	0	0
HERVL40_7q35	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HERVL40_9p24.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL66_18q12.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
HERVL66_19p13.11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
HERVL74_11q12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL74_2q11.2	0	0	0	0	19	71	10	3	1	13	13	11	3	95	0	0	55	0	0	11	0	2	0	0
HERVL74_2q33.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVL74_7p14.1	0	0	0	0	1	1	4	1	1	24	22	9	0	0	3	0	14	0	0	0	0	0	2	0
HERVL74_Xq13.2c	0	0	0	0	1	3	4	6	2	25	21	3	0	0	0	0	52	0	0	14	0	4	4	0
HERVL74_Xq22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVP71A_10q25.1	0	0	0	0	6	3	8	1	1	0	0	7	13	0	0	0	0	0	0	0	0	0	0	0
HERVP71A_11q14.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4
HERVP71A_12q21.2	0	0	0	0	0	5	1	1	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
HERVP71A_13q21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVP71A_1p31.1a	0	0	0	0	0	4	1	0	0	6	6	11	0	0	0	0	17	0	0	5	0	0	0	0
HERVP71A_4q28.3	0	0	0	0	3	0	2	3	0	1	1	3	0	0	0	0	15	0	0	8	0	3	0	0
HERVP71A_6p21.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVP71A_7q31.31	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVS71_16p11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVS71_19q13.11b	0	0	0	0	1	12	2	2	0	16	11	10	0	0	0	0	14	0	0	0	0	2	5	0
HERVS71_8p11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_12q12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_12q24.33a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_13q31.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1
HERVW_14q21.1	0	0	0	0	1	11	0	0	0	0	0	5	0	0	0	0	4	0	0	4	0	0	0	0
HERVW_1p32.2	0	0	0	0	0	0	0	0	0	6	6	17	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_3q22.1a	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
HERVW_3q26.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_4p15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_6q27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_8q24.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_9p21.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERVW_9p21.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_10q25.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_11q23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_12p12.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_12q15a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_13q31.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_13q31.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_16p11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_1q23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_2p11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_3q26.31b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_4q22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_4q35.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
HML1_5p13.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_5p13.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
HML1_5p14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_6q14.1	0	0	0	0	1	10	5	0	0	8	8	1	10	0	0	0	0	0	0	0	0	0	0	0
HML1_6q27a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HML1_6q27b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_7q33a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HML1_8q12.1	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_9p21.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_9p21.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_9p21.1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML1_Xq21.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_14q22.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_19p13.2e	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HML3_3q26.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_4q22.3b	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_4q24b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_4q34.1b	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML3_7q36.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML4_2p16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML4_9q22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
HML5_11q14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
HML5_12q15	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0
HML5_12q24.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_14q32.33a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_14q32.33b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_18q21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_1p22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_1q43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_2q31.1a	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_2q31.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HML5_4q24	0	0	0	0	5	28	1	8	0	35	30	6	2	0	0	0	47	0	0	9	0	8	3	0
HML5_4q32.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_6p21.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_6p22.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0
HML5_6p22.3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_6q14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
HML5_7p14.1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_8p23.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_8p23.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_8q12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Xq21.1a	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Xq21.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Xq22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Xq28a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Yq11.223a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Yq11.223c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Yq11.223f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML5_Yq11.23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_13q13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
HML6_1p21.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_4p14	0	0	0	0	1	17	0	3	1	25	20	28	0	0	0	0	59	10	0	4	0	2	5	10
HML6_4q13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_5p13.1	0	0	0	0	0	0	0	0	0	15	15	13	0	0	0	0	0	0	0	6	0	0	0	0
HML6_5p14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_7q36.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HML6_8q12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	8	0	0	0	0	0	0	0
HML6_Xq27.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_11p14.1	0	0	0	0	6	5	1	0	0	7	7	0	0	0	0	0	7	0	0	0	0	0	0	0
HUERSP1_11p15.2a	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	17	0	0	2	0	0	0	0
HUERSP1_11p15.4c	0	0	0	0	2	17	4	2	2	3	0	0	2	11	0	0	24	0	0	1	0	0	3	0
HUERSP1_11q22.3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_12p12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_12q12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_13q31.1a	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_15q21.1a	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0
HUERSP1_2p16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_3p25.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP1_9q33.1b	0	0	0	0	1	0	1	0	0	10	10	0	0	0	0	0	10	0	0	0	0	0	0	0
HUERSP2_3q13.2	0	0	0	0	1	35	1	11	4	1	1	0	9	41	0	0	42	0	0	2	0	7	0	0
HUERSP2_4q13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_10q23.33a	0	0	0	0	1	5	1	0	0	1	0	8	0	7	0	0	3	0	0	0	0	0	1	0
HUERSP3_14q21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_19p12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_1p13.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_1q23.3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_2q32.1	0	0	0	0	3	9	3	2	2	5	5	5	0	0	0	0	0	0	0	1	0	0	0	0
HUERSP3_2q36.3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_4q32.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_5q22.1	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	26	0	0	1	0	0	0	0
HUERSP3_5q22.3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HUERSP3_6q14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
HUERSP3_9p24.2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3_Yq11.221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_11q14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
HUERSP3B_12q15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_13q21.2c	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_15q25.1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0
HUERSP3B_1p22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_1q32.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
HUERSP3B_2q12.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_3q26.31a	0	0	0	0	2	0	0	1	1	12	9	13	0	0	3	0	117	0	0	4	0	0	3	0
HUERSP3B_6p22.3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_7p13	0	0	0	0	5	40	2	5	0	1	0	0	26	0	0	0	25	0	0	3	0	5	1	0
HUERSP3B_7q21.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_Xq21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUERSP3B_Xq21.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR19_Yq11.221f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_11p11.12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
LTR25_11q13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_11q24.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_14q23.3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	1
LTR25_14q24.2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0
LTR25_19p12e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_Xq22.2b	0	0	0	0	0	0	2	2	1	0	0	0	0	0	5	0	68	0	0	0	0	1	0	0
LTR25_Yq11.223n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR25_Yq11.223q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR46_16q23.1	0	0	0	0	3	3	2	3	3	23	20	10	0	7	1	0	16	0	0	3	0	0	3	0
LTR46_Xq27.3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTR57_14q32.12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
LTR57_2q36.3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_14q12a	0	0	0	0	6	11	0	0	0	6	0	0	10	0	0	0	5	0	0	0	0	0	6	0
MER101_19p13.2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
MER101_1p31.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_2q32.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_4p15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER101_4p16.1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MER101_Xp11.22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER34B_1p21.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER34B_Xq13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_10q25.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_11q12.1e	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0
MER4_11q21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_12q12d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_12q13.11	0	0	0	0	0	3	0	0	0	10	7	27	0	0	0	0	10	0	0	0	0	0	3	0
MER4_12q24.13a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_14q11.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_14q11.2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_14q11.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MER4_14q11.2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
